Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	ShopBuyPrice	ShopSellPrice	RefinedVnum	RefineSet	67AttrMaterial	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	ApplyType3	ApplyValue3	Value0	Value1	Value2	Value3	Value4	Value5	Value6	Value7	Value8	Value9	Specular	GainSocketPercent	AddonType
50341	ÅëÂû·Â(ÃÊ±Þ)	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	20	20	50000	0	0	0	0	0	0	0	0	0
50342	ÅëÂû·Â(Áß±Þ)	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	30	20	50000	0	0	0	0	0	0	0	0	0
50343	ÅëÂû·Â(°í±Þ)	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	40	20	50000	0	0	0	0	0	0	0	0	0
50401	»ï¿¬Âü ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0	0	0	0	0
50402	ÆÈ¹æÇ³¿ì ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0	0	0	0	0
50403	Àü±ÍÈ¥ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0	0	0	0	0
50404	°Ë°æ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0	0	0	0	0
50405	ÅºÈ¯°Ý ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0	0	0	0	0
50406	±âÇ÷Ãë¸í ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	6	0	0	0	0	0	0	0	0	0	0	0	0
50416	±â°øÂü ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	16	0	0	0	0	0	0	0	0	0	0	0	0
50417	°Ý»êÅ¸¿ì ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	17	0	0	0	0	0	0	0	0	0	0	0	0
50418	´ëÁø°¢ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	18	0	0	0	0	0	0	0	0	0	0	0	0
50419	Ãµ±ÙÃß ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	19	0	0	0	0	0	0	0	0	0	0	0	0
50420	°ËÇ³ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	0	0	0	0	0	0	0	0	0	0	0	0
50421	³ú°Ëµµ·¡ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	21	0	0	0	0	0	0	0	0	0	0	0	0
50431	¾Ï½À ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	31	0	0	0	0	0	0	0	0	0	0	0	0
50432	±Ã½ÅÅº¿µ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	32	0	0	0	0	0	0	0	0	0	0	0	0
50433	Â÷·û»ì ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	33	0	0	0	0	0	0	0	0	0	0	0	0
50434	ÀºÇü¹ý ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	34	0	0	0	0	0	0	0	0	0	0	0	0
50435	»ê°øºÐ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	35	0	0	0	0	0	0	0	0	0	0	0	0
50436	Èæ¼¶¼ö ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	36	0	0	0	0	0	0	0	0	0	0	0	0
50446	¿¬»ç ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	46	0	0	0	0	0	0	0	0	0	0	0	0
50447	°ü°Ý¼ú ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	47	0	0	0	0	0	0	0	0	0	0	0	0
50448	È­Á¶ÆÄ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	48	0	0	0	0	0	0	0	0	0	0	0	0
50449	°æ°ø¼ú ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	49	0	0	0	0	0	0	0	0	0	0	0	0
50450	µ¶±â±Ã ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	50	0	0	0	0	0	0	0	0	0	0	0	0
50451	¼¶±¤Åº ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	51	0	0	0	0	0	0	0	0	0	0	0	0
50461	¼â·ÉÁö ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	61	0	0	0	0	0	0	0	0	0	0	0	0
50462	¿ë±ÇÆÄ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	62	0	0	0	0	0	0	0	0	0	0	0	0
50463	±Í°Ë ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	63	0	0	0	0	0	0	0	0	0	0	0	0
50464	°øÆ÷ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	64	0	0	0	0	0	0	0	0	0	0	0	0
50465	ÁÖ¸¶°© ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	65	0	0	0	0	0	0	0	0	0	0	0	0
50466	ÆÄ¹ý¼ú ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	66	0	0	0	0	0	0	0	0	0	0	0	0
50476	¸¶·É ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	76	0	0	0	0	0	0	0	0	0	0	0	0
50477	È­¿°Æø ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	77	0	0	0	0	0	0	0	0	0	0	0	0
50478	¹«¿µÁø ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	78	0	0	0	0	0	0	0	0	0	0	0	0
50479	Èæ½Å¼öÈ£ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	79	0	0	0	0	0	0	0	0	0	0	0	0
50480	Åõ¼Ó¸¶·É ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	80	0	0	0	0	0	0	0	0	0	0	0	0
50481	¸¶È¯°Ý ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	81	0	0	0	0	0	0	0	0	0	0	0	0
50491	ºñÆÄºÎ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	91	0	0	0	0	0	0	0	0	0	0	0	0
50492	¿ëÆÄ»ê ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	92	0	0	0	0	0	0	0	0	0	0	0	0
50493	ÆÐ·æÆø ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	93	0	0	0	0	0	0	0	0	0	0	0	0
50494	È£½Å ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	94	0	0	0	0	0	0	0	0	0	0	0	0
50495	¹Ý»ç ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	95	0	0	0	0	0	0	0	0	0	0	0	0
50496	±âÃµ´ë°ø ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	96	0	0	0	0	0	0	0	0	0	0	0	0
50506	³úÀü·É ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	106	0	0	0	0	0	0	0	0	0	0	0	0
50507	º­¶ô ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	107	0	0	0	0	0	0	0	0	0	0	0	0
50508	Æø·Ú°Ý ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	108	0	0	0	0	0	0	0	0	0	0	0	0
50509	Á¤¾÷ÀÎ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	109	0	0	0	0	0	0	0	0	0	0	0	0
50510	Äè¼Ó ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	110	0	0	0	0	0	0	0	0	0	0	0	0
50511	Áõ·Â¼ú ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	111	0	0	0	0	0	0	0	0	0	0	0	0
50512	¿ÀÃ¤¼®	ITEM_QUEST	QUEST_NONE	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50513	È¥¼®	ITEM_QUEST	QUEST_NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50514	ÆÄÇØ ÀÔ¹®¼­ <8¹ø>	ITEM_QUEST	QUEST_NONE	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50515	ÆÄÇØ ÀÔ¹®¼­ <7¹ø>	ITEM_QUEST	QUEST_NONE	1	ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50516	ÆÈ¹æÇ³¿ì ÆÄÇØ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	221	0	0	0	0	0	0	0	0	0	0	0	0
50517	¾Ï½À ÆÄÇØ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	222	0	0	0	0	0	0	0	0	0	0	0	0
50518	¼â·ÉÁö ÆÄÇØ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	223	0	0	0	0	0	0	0	0	0	0	0	0
50519	¿ëÆÄ»ê ÆÄÇØ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	224	0	0	0	0	0	0	0	0	0	0	0	0
50520	±â°øÂü ÆÄÇØ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	225	0	0	0	0	0	0	0	0	0	0	0	0
50521	È­Á¶ÆÄ ÆÄÇØ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	226	0	0	0	0	0	0	0	0	0	0	0	0
50522	¸¶·É ÆÄÇØ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	227	0	0	0	0	0	0	0	0	0	0	0	0
50523	º­¶ô ÆÄÇØ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	228	0	0	0	0	0	0	0	0	0	0	0	0
50524	»ìÇ³ ÆÄÇØ ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	229	0	0	0	0	0	0	0	0	0	0	0	0
50525	È¥¼®+	ITEM_QUEST	QUEST_NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50527	¿ù¼®	ITEM_QUEST	QUEST_NONE	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50528	½Å´ë·ú º¸¹°»óÀÚ	ITEM_GIFTBOX	UNK23_1	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0	0	0	0	0
50529	9¹ø½ºÅ³ºÏ»óÀÚ	ITEM_GIFTBOX	UNK23_1	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0	0	0	0	0
50530	¼öÀÎ½ºÅ³1 ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	170	0	0	0	0	0	0	0	0	0	0	0	0
50531	¼öÀÎ½ºÅ³2 ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	171	0	0	0	0	0	0	0	0	0	0	0	0
50532	¼öÀÎ½ºÅ³3 ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	172	0	0	0	0	0	0	0	0	0	0	0	0
50533	¼öÀÎ½ºÅ³4 ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	173	0	0	0	0	0	0	0	0	0	0	0	0
50534	¼öÀÎ½ºÅ³5 ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	174	0	0	0	0	0	0	0	0	0	0	0	0
50535	¼öÀÎ½ºÅ³6 ¼ö·Ã¼­	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	175	0	0	0	0	0	0	0	0	0	0	0	0
50560	ÆÈ¹æÇ³¿ì ÆÄÇØ ¼ö·Ã¼­+	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	236	0	0	0	0	0	0	0	0	0	0	0	0
50561	¾Ï½À ÆÄÇØ ¼ö·Ã¼­+	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	237	0	0	0	0	0	0	0	0	0	0	0	0
50562	¼â·ÉÁö ÆÄÇØ ¼ö·Ã¼­+	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	238	0	0	0	0	0	0	0	0	0	0	0	0
50563	¿ëÆÄ»ê ÆÄÇØ ¼ö·Ã¼­+	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	239	0	0	0	0	0	0	0	0	0	0	0	0
50564	±â°øÂü ÆÄÇØ ¼ö·Ã¼­+	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	240	0	0	0	0	0	0	0	0	0	0	0	0
50565	È­Á¶ÆÄ ÆÄÇØ ¼ö·Ã¼­+	ITEM_SKILLBOOK	0	1	NONE	NONE	NONE	NONE	1000	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	241	0	0	0	0	0	0	0	0	0	0	0	0
